end_time,time_step,sensor,speed,altitude,Pdetect,target_x,target_y,Time to Detect,Cost ($M),treatment,replicate
18.0,0.0002777777777777778,c,0.4,13000.0,0.5,17.54414369053491,96.75420322471665,7.734727926079111,17.47,26.0,1.0
18.0,0.0002777777777777778,a,0.5666666666666667,13000.0,0.5,24.720535612299667,3.0751301865471814,,9.742222222222221,27.0,1.0
18.0,0.0002777777777777778,b,0.5666666666666667,13000.0,0.5,31.91450009017189,33.383516225125206,1.9290399739637596,10.69222222222222,28.0,1.0
18.0,0.0002777777777777778,c,0.5666666666666667,13000.0,0.5,67.44250055771207,6.957656720753846,4.910151085075337,19.69222222222222,29.0,1.0
18.0,0.0002777777777777778,a,0.7333333333333334,13000.0,0.5,35.560727761031174,45.602081942879046,2.081669777860956,14.742222222222228,30.0,1.0
18.0,0.0002777777777777778,b,0.7333333333333334,13000.0,0.5,63.23729157961289,47.34253848617864,1.030003111194125,15.692222222222227,31.0,1.0
18.0,0.0002777777777777778,c,0.7333333333333334,13000.0,0.5,52.876279032930704,83.58737523630404,2.0761142223053994,24.692222222222227,32.0,1.0
18.0,0.0002777777777777778,a,0.9,13000.0,0.5,1.3740213750086605,40.389188965779255,,22.52,33.0,1.0
18.0,0.0002777777777777778,b,0.9,13000.0,0.5,15.337565062327851,27.01810586558824,,23.47,34.0,1.0
18.0,0.0002777777777777778,c,0.9,13000.0,0.5,84.4975343957009,2.071939000452294,,32.47,35.0,1.0
18.0,0.0002777777777777778,a,0.4,17000.0,0.5,76.23073733395388,46.8489515077545,9.16883136437167,10.320000000000002,36.0,1.0
18.0,0.0002777777777777778,b,0.4,17000.0,0.5,81.11461552451574,30.768760516450154,6.516331364374298,11.270000000000001,37.0,1.0
18.0,0.0002777777777777778,c,0.4,17000.0,0.5,25.373298960834667,79.43379320144219,1.869664697706905,20.270000000000003,38.0,1.0
18.0,0.0002777777777777778,a,0.5666666666666667,17000.0,0.5,29.246765635446938,7.61049594148917,,12.542222222222222,39.0,1.0
18.0,0.0002777777777777778,b,0.5666666666666667,17000.0,0.5,18.93359851023981,52.28284007386915,4.282181616682434,13.492222222222221,40.0,1.0
18.0,0.0002777777777777778,c,0.5666666666666667,17000.0,0.5,4.185517892011337,50.82641640855382,3.7291260611267916,22.49222222222222,41.0,1.0
18.0,0.0002777777777777778,a,0.7333333333333334,17000.0,0.5,54.44804212727852,84.94525517641858,7.959009027033091,17.54222222222223,42.0,1.0
18.0,0.0002777777777777778,b,0.7333333333333334,17000.0,0.5,45.855334410207234,31.833610502196862,1.210397915920925,18.492222222222228,43.0,1.0
18.0,0.0002777777777777778,c,0.7333333333333334,17000.0,0.5,72.89960635730604,80.02416237279839,1.37039791592095,27.492222222222228,44.0,1.0
18.0,0.0002777777777777778,a,0.9,17000.0,0.5,51.39225702012686,4.402380745904755,,25.320000000000004,45.0,1.0
18.0,0.0002777777777777778,b,0.9,17000.0,0.5,43.084683933233926,23.993806420165086,1.9479065323143023,26.270000000000003,46.0,1.0
18.0,0.0002777777777777778,c,0.9,17000.0,0.5,63.992723750771155,82.74201852107363,1.134295421203064,35.27,47.0,1.0
18.0,0.0002777777777777778,a,0.4,21000.0,0.5,64.89485693283984,86.50102429071521,12.854186371376983,14.080000000000002,48.0,1.0
18.0,0.0002777777777777778,b,0.4,21000.0,0.5,19.8046314012451,38.62709922707527,4.204464149168224,15.030000000000001,49.0,1.0
18.0,0.0002777777777777778,c,0.4,21000.0,0.5,43.12316849887118,51.20273878503401,0.5258530380565776,24.03,50.0,1.0
18.0,0.0002777777777777778,a,0.5666666666666667,21000.0,0.5,89.97590248530925,23.754043674622604,11.562922405939233,16.30222222222222,51.0,1.0
18.0,0.0002777777777777778,b,0.5666666666666667,21000.0,0.5,59.44435471779976,65.89653952283072,0.8520890726151205,17.25222222222222,52.0,1.0
18.0,0.0002777777777777778,c,0.5666666666666667,21000.0,0.5,41.37835380127443,97.58925582280777,3.193755739282153,26.25222222222222,53.0,1.0
18.0,0.0002777777777777778,a,0.7333333333333334,21000.0,0.5,41.603650400258395,42.59206806828645,0.6555915561116622,21.302222222222227,54.0,1.0
18.0,0.0002777777777777778,b,0.7333333333333334,21000.0,0.5,84.62435608607754,33.818364588313045,3.7164248894454737,22.252222222222226,55.0,1.0
18.0,0.0002777777777777778,c,0.7333333333333334,21000.0,0.5,14.527619020640248,71.9028977546755,1.2330915561117524,31.252222222222226,56.0,1.0
18.0,0.0002777777777777778,a,0.9,21000.0,0.5,69.61573055287998,20.211227226563466,4.062200115679995,29.08,57.0,1.0
18.0,0.0002777777777777778,b,0.9,21000.0,0.5,80.09094053762502,60.6975044888661,2.0838667823463526,30.029999999999998,58.0,1.0
18.0,0.0002777777777777778,c,0.9,21000.0,0.5,46.75069476769151,73.21335757382235,0.5816445601238992,39.03,59.0,1.0
18.0,0.0002777777777777778,a,0.4,25000.0,0.5,25.406507112033605,45.722924207331964,5.474215246637498,18.8,60.0,1.0
18.0,0.0002777777777777778,b,0.4,25000.0,0.5,86.8708253666923,16.565460469517625,0.30088191330343816,19.75,61.0,1.0
18.0,0.0002777777777777778,c,0.4,25000.0,0.5,30.990020687873866,55.787378363604475,0.934493024414566,28.75,62.0,1.0
18.0,0.0002777777777777778,a,0.5666666666666667,25000.0,0.5,92.94988260294139,50.118048413214076,11.795769585851344,21.022222222222222,63.0,1.0
18.0,0.0002777777777777778,b,0.5666666666666667,25000.0,0.5,27.49336834120024,56.859830236632035,1.514936252528035,21.97222222222222,64.0,1.0
18.0,0.0002777777777777778,c,0.5666666666666667,25000.0,0.5,68.06786896489821,99.19321010997409,2.575769585861534,30.97222222222222,65.0,1.0
18.0,0.0002777777777777778,a,0.7333333333333334,25000.0,0.5,40.456162742714696,17.480347740825973,5.263965892105615,26.02222222222223,66.0,1.0
18.0,0.0002777777777777778,b,0.7333333333333334,25000.0,0.5,98.82033541542144,2.5862721015244228,0.12285478099379443,26.97222222222223,67.0,1.0
18.0,0.0002777777777777778,c,0.7333333333333334,25000.0,0.5,57.09274139930935,34.6492295754787,0.23563255877157263,35.97222222222223,68.0,1.0
18.0,0.0002777777777777778,a,0.9,25000.0,0.5,39.51680519828861,23.98603230393609,2.90187344295002,33.8,69.0,1.0
18.0,0.0002777777777777778,b,0.9,25000.0,0.5,80.88791403801666,70.4021690970244,1.989651220727655,34.75,70.0,1.0
18.0,0.0002777777777777778,c,0.9,25000.0,0.5,58.0486744002771,69.59483335077434,0.3463178873941158,43.75,71.0,1.0
18.0,0.0002777777777777778,a,0.4,5000.0,0.5,31.544596926261182,74.27417055836759,,4.800000000000002,0.0,2.0
18.0,0.0002777777777777778,b,0.4,5000.0,0.5,70.42149924451564,94.72863711182532,,5.750000000000002,1.0,2.0
18.0,0.0002777777777777778,c,0.4,5000.0,0.5,27.446729532845637,21.57166015241091,7.813752307125495,14.750000000000002,2.0,2.0
18.0,0.0002777777777777778,a,0.5666666666666667,5000.0,0.5,66.48278629443664,32.78371310906514,,7.022222222222221,3.0,2.0
18.0,0.0002777777777777778,b,0.5666666666666667,5000.0,0.5,11.216751528240898,37.09732777718353,,7.972222222222221,4.0,2.0
18.0,0.0002777777777777778,c,0.5666666666666667,5000.0,0.5,22.07048105932491,1.0744112217691448,,16.97222222222222,5.0,2.0
18.0,0.0002777777777777778,a,0.7333333333333334,5000.0,0.5,81.44568818051364,60.952071391951904,,12.02222222222223,6.0,2.0
18.0,0.0002777777777777778,b,0.7333333333333334,5000.0,0.5,72.09434354505093,37.351805052108,,12.972222222222229,7.0,2.0
18.0,0.0002777777777777778,c,0.7333333333333334,5000.0,0.5,66.70531562672106,4.799287699961486,,21.97222222222223,8.0,2.0
18.0,0.0002777777777777778,a,0.9,5000.0,0.5,66.64485423457039,65.3061726680304,,19.8,9.0,2.0
18.0,0.0002777777777777778,b,0.9,5000.0,0.5,68.41734064929912,1.1620119630809,,20.75,10.0,2.0
18.0,0.0002777777777777778,c,0.9,5000.0,0.5,36.96044682460546,8.641080530218058,,29.75,11.0,2.0
18.0,0.0002777777777777778,a,0.4,9000.0,0.5,26.322700745375982,3.2953026043066824,,5.6800000000000015,12.0,2.0
18.0,0.0002777777777777778,b,0.4,9000.0,0.5,72.55666704989446,17.89488425521295,,6.630000000000002,13.0,2.0
18.0,0.0002777777777777778,c,0.4,9000.0,0.5,49.77755817861061,28.45667130679851,2.4079437326742585,15.630000000000003,14.0,2.0
18.0,0.0002777777777777778,a,0.5666666666666667,9000.0,0.5,12.8806722735892,44.36826569018443,,7.902222222222221,15.0,2.0
18.0,0.0002777777777777778,b,0.5666666666666667,9000.0,0.5,30.013670394224402,47.64476331084377,3.1570779289467357,8.85222222222222,16.0,2.0
18.0,0.0002777777777777778,c,0.5666666666666667,9000.0,0.5,50.49218787992829,34.49140811557082,1.2876334845019988,17.85222222222222,17.0,2.0
18.0,0.0002777777777777778,a,0.7333333333333334,9000.0,0.5,81.66367747458693,65.39082701379083,,12.902222222222228,18.0,2.0
18.0,0.0002777777777777778,b,0.7333333333333334,9000.0,0.5,7.52181048549454,94.31950915921662,,13.852222222222228,19.0,2.0
18.0,0.0002777777777777778,c,0.7333333333333334,9000.0,0.5,14.992090716138973,83.34441375298897,3.562716783479197,22.852222222222228,20.0,2.0
18.0,0.0002777777777777778,a,0.9,9000.0,0.5,62.83040787644267,83.14511016202475,,20.68,21.0,2.0
18.0,0.0002777777777777778,b,0.9,9000.0,0.5,58.98135548666308,55.446382371921665,0.6478206713118979,21.63,22.0,2.0
18.0,0.0002777777777777778,c,0.9,9000.0,0.5,63.28080511825805,85.77959824187738,,30.63,23.0,2.0
18.0,0.0002777777777777778,a,0.4,13000.0,0.5,17.466450313851368,19.94617447706528,,7.5200000000000005,24.0,2.0
18.0,0.0002777777777777778,b,0.4,13000.0,0.5,49.449185018967455,11.139538930487724,,8.47,25.0,2.0
18.0,0.0002777777777777778,c,0.4,13000.0,0.5,74.4103240826878,13.966355409901688,4.460283481634154,17.47,26.0,2.0
18.0,0.0002777777777777778,a,0.5666666666666667,13000.0,0.5,7.792960723547926,62.52592499828224,,9.742222222222221,27.0,2.0
18.0,0.0002777777777777778,b,0.5666666666666667,13000.0,0.5,72.3018276127844,24.07134478162305,4.093206640630765,10.69222222222222,28.0,2.0
18.0,0.0002777777777777778,c,0.5666666666666667,13000.0,0.5,39.70238557721388,34.83859063467083,0.80709552951914,19.69222222222222,29.0,2.0
18.0,0.0002777777777777778,a,0.7333333333333334,13000.0,0.5,27.475113602890055,0.23260890244967136,,14.742222222222228,30.0,2.0
18.0,0.0002777777777777778,b,0.7333333333333334,13000.0,0.5,87.97374764956368,65.7295564441291,6.888614222306152,15.692222222222227,31.0,2.0
18.0,0.0002777777777777778,c,0.7333333333333334,13000.0,0.5,3.919733365714684,74.52177767358498,4.301947555639081,24.692222222222227,32.0,2.0
18.0,0.0002777777777777778,a,0.9,13000.0,0.5,23.768966649376377,22.22416329648632,,22.52,33.0,2.0
18.0,0.0002777777777777778,b,0.9,13000.0,0.5,29.39912108827849,32.80107568371812,1.4839531523310987,23.47,34.0,2.0
18.0,0.0002777777777777778,c,0.9,13000.0,0.5,56.64775288114805,84.42286692560005,1.685342041220019,32.47,35.0,2.0
18.0,0.0002777777777777778,a,0.4,17000.0,0.5,61.746155202992604,70.33637688735607,5.358831364374117,10.320000000000002,36.0,2.0
18.0,0.0002777777777777778,b,0.4,17000.0,0.5,99.29181310754372,23.02233014520292,,11.270000000000001,37.0,2.0
18.0,0.0002777777777777778,c,0.4,17000.0,0.5,87.3018213249234,76.06998461770436,4.7024424754851255,20.270000000000003,38.0,2.0
18.0,0.0002777777777777778,a,0.5666666666666667,17000.0,0.5,14.232410586454359,54.9370641500665,11.343014950006673,12.542222222222222,39.0,2.0
18.0,0.0002777777777777778,b,0.5666666666666667,17000.0,0.5,49.10601207397818,35.3940011429047,1.1996816166819517,13.492222222222221,40.0,2.0
18.0,0.0002777777777777778,c,0.5666666666666667,17000.0,0.5,83.01361072498922,24.4027192431025,0.2252371722374381,22.49222222222222,41.0,2.0
18.0,0.0002777777777777778,a,0.7333333333333334,17000.0,0.5,91.66491210320761,54.810788698245325,,17.54222222222223,42.0,2.0
18.0,0.0002777777777777778,b,0.7333333333333334,17000.0,0.5,17.772785834156856,33.75501158149813,3.354286804810149,18.492222222222228,43.0,2.0
18.0,0.0002777777777777778,c,0.7333333333333334,17000.0,0.5,54.90199266474082,30.046565615489097,0.7937312492541934,27.492222222222228,44.0,2.0
18.0,0.0002777777777777778,a,0.9,17000.0,0.5,20.31729079333029,63.26300226209685,,25.320000000000004,45.0,2.0
18.0,0.0002777777777777778,b,0.9,17000.0,0.5,42.454313495375686,35.48543796711091,0.7437398656474474,26.270000000000003,46.0,2.0
18.0,0.0002777777777777778,c,0.9,17000.0,0.5,57.89755170259109,19.225880451052024,1.4048509767586619,35.27,47.0,2.0
18.0,0.0002777777777777778,a,0.4,21000.0,0.5,25.071809650966948,22.54689380370384,7.948630815835476,14.080000000000002,48.0,2.0
18.0,0.0002777777777777778,b,0.4,21000.0,0.5,12.694039380140175,58.49871947408847,6.241964149168543,15.030000000000001,49.0,2.0
18.0,0.0002777777777777778,c,0.4,21000.0,0.5,22.05969877482762,16.347150512502463,2.501130815834625,24.03,50.0,2.0
18.0,0.0002777777777777778,a,0.5666666666666667,21000.0,0.5,58.055944697732784,44.19654910333667,0.3407001837262147,16.30222222222222,51.0,2.0
18.0,0.0002777777777777778,b,0.5666666666666667,21000.0,0.5,70.65909161781978,72.77449195003632,2.0993112948375376,17.25222222222222,52.0,2.0
18.0,0.0002777777777777778,c,0.5666666666666667,21000.0,0.5,98.87221844254135,68.05617741113187,4.045422405948953,26.25222222222222,53.0,2.0
18.0,0.0002777777777777778,a,0.7333333333333334,21000.0,0.5,65.15191616660002,48.05006270956726,1.6433693338895943,21.302222222222227,54.0,2.0
18.0,0.0002777777777777778,b,0.7333333333333334,21000.0,0.5,8.821201215205488,67.27156755335291,4.810591556112311,22.252222222222226,55.0,2.0
18.0,0.0002777777777777778,c,0.7333333333333334,21000.0,0.5,67.07318123054547,84.19266867941623,1.1042026672228435,31.252222222222226,56.0,2.0
18.0,0.0002777777777777778,a,0.9,21000.0,0.5,34.54738120780002,96.10093887464521,,29.08,57.0,2.0
18.0,0.0002777777777777778,b,0.9,21000.0,0.5,32.911466794922205,75.97791233165641,1.398589004568468,30.029999999999998,58.0,2.0
18.0,0.0002777777777777778,c,0.9,21000.0,0.5,89.26526725426416,28.765630427853772,1.7958112267907522,39.03,59.0,2.0
18.0,0.0002777777777777778,a,0.4,25000.0,0.5,21.08617394228195,92.1856663380011,15.708381913281833,18.8,60.0,2.0
18.0,0.0002777777777777778,b,0.4,25000.0,0.5,19.718441467928027,14.623001957942916,5.099493024415217,19.75,61.0,2.0
18.0,0.0002777777777777778,c,0.4,25000.0,0.5,23.527856869254084,0.17990224367989693,4.393659691081774,28.75,62.0,2.0
18.0,0.0002777777777777778,a,0.5666666666666667,25000.0,0.5,7.2286447912975005,70.49204665187463,11.201325141408708,21.022222222222222,63.0,2.0
18.0,0.0002777777777777778,b,0.5666666666666667,25000.0,0.5,45.89777584490402,50.04704339045675,0.37910291919457995,21.97222222222222,64.0,2.0
18.0,0.0002777777777777778,c,0.5666666666666667,25000.0,0.5,51.274079690780326,10.43270749424632,2.167436252528137,30.97222222222222,65.0,2.0
18.0,0.0002777777777777778,a,0.7333333333333334,25000.0,0.5,33.38727164884736,17.146996470941524,5.24674366988339,26.02222222222223,66.0,2.0
18.0,0.0002777777777777778,b,0.7333333333333334,25000.0,0.5,4.572879005650243,0.7449969587158822,5.949521447661278,26.97222222222223,67.0,2.0
18.0,0.0002777777777777778,c,0.7333333333333334,25000.0,0.5,84.73684660183102,18.78654421099073,0.16035478099379438,35.97222222222223,68.0,2.0
18.0,0.0002777777777777778,a,0.9,25000.0,0.5,30.000953729020118,98.95215501119068,,33.8,69.0,2.0
18.0,0.0002777777777777778,b,0.9,25000.0,0.5,61.52521540991231,88.93313593737433,2.571040109616635,34.75,70.0,2.0
18.0,0.0002777777777777778,c,0.9,25000.0,0.5,71.11593487136302,60.49200246873846,0.5863178873941053,43.75,71.0,2.0
18.0,0.0002777777777777778,a,0.4,5000.0,0.5,61.990818467428014,57.406808684953084,6.349030084903044,4.800000000000002,0.0,3.0
18.0,0.0002777777777777778,b,0.4,5000.0,0.5,32.331399112931415,8.49136857466326,,5.750000000000002,1.0,3.0
18.0,0.0002777777777777778,c,0.4,5000.0,0.5,23.728790134471247,54.64560067248891,6.769307862680887,14.750000000000002,2.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,5000.0,0.5,23.49589801116131,85.374624497826,,7.022222222222221,3.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,5000.0,0.5,87.1302616529177,98.256660798281,,7.972222222222221,4.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,5000.0,0.5,32.89773674610606,22.1029208709843,5.534348033787906,16.97222222222222,5.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,5000.0,0.5,78.50605183421871,70.34968966616853,,12.02222222222223,6.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,5000.0,0.5,64.2929078655169,52.99435803768735,2.4110366119671096,12.972222222222229,7.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,5000.0,0.5,85.6683757111122,19.593442566899057,,21.97222222222223,8.0,3.0
18.0,0.0002777777777777778,a,0.9,5000.0,0.5,92.7380931456492,86.12956423392777,,19.8,9.0,3.0
18.0,0.0002777777777777778,b,0.9,5000.0,0.5,76.38241949383278,99.46750149374473,,20.75,10.0,3.0
18.0,0.0002777777777777778,c,0.9,5000.0,0.5,21.101959876101052,79.21699552953443,,29.75,11.0,3.0
18.0,0.0002777777777777778,a,0.4,9000.0,0.5,52.49566978564625,0.2826518585719584,,5.6800000000000015,12.0,3.0
18.0,0.0002777777777777778,b,0.4,9000.0,0.5,33.47711911400836,28.24604487077551,5.925443732674808,6.630000000000002,13.0,3.0
18.0,0.0002777777777777778,c,0.4,9000.0,0.5,95.43480710733515,15.451453985766172,,15.630000000000003,14.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,9000.0,0.5,40.654921646319565,88.68192743222744,,7.902222222222221,15.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,9000.0,0.5,7.028983004350787,57.73096419377146,,8.85222222222222,16.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,9000.0,0.5,50.10822343092628,18.563271613483312,4.122633484502442,17.85222222222222,17.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,9000.0,0.5,3.9446274404933646,91.51262405358943,,12.902222222222228,18.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,9000.0,0.5,85.18781609423368,14.185523262184073,0.1593834501454191,13.852222222222228,19.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,9000.0,0.5,97.9726779200723,80.98317283506393,,22.852222222222228,20.0,3.0
18.0,0.0002777777777777778,a,0.9,9000.0,0.5,0.47862643475330424,70.84286780895552,,20.68,21.0,3.0
18.0,0.0002777777777777778,b,0.9,9000.0,0.5,6.767609237709071,21.832990991380374,,21.63,22.0,3.0
18.0,0.0002777777777777778,c,0.9,9000.0,0.5,70.7200887349967,77.25438180237263,1.5161540046453668,30.63,23.0,3.0
18.0,0.0002777777777777778,a,0.4,13000.0,0.5,25.439807243592583,76.13443473506763,11.155561259403573,7.5200000000000005,24.0,3.0
18.0,0.0002777777777777778,b,0.4,13000.0,0.5,24.963428200803783,27.04958419551137,4.766672370523091,8.47,25.0,3.0
18.0,0.0002777777777777778,c,0.4,13000.0,0.5,11.933516780667441,67.3199815331168,5.153894592745374,17.47,26.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,13000.0,0.5,62.704123656510255,34.47903083373666,3.1618177517417303,9.742222222222221,27.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,13000.0,0.5,59.97307470688848,74.56071784627596,3.1287621961861696,10.69222222222222,28.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,13000.0,0.5,90.26032857127956,59.07825357219105,4.158762196186331,19.69222222222222,29.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,13000.0,0.5,79.4379872433792,99.20965672594455,,14.742222222222228,30.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,13000.0,0.5,16.306113111842734,61.35800102935176,5.1458364445281015,15.692222222222227,31.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,13000.0,0.5,70.54513064240923,31.20200851334669,0.20666977786074325,24.692222222222227,32.0,3.0
18.0,0.0002777777777777778,a,0.9,13000.0,0.5,7.272953970191953,67.94905035894928,,22.52,33.0,3.0
18.0,0.0002777777777777778,b,0.9,13000.0,0.5,82.51092093336035,14.218471182919568,,23.47,34.0,3.0
18.0,0.0002777777777777778,c,0.9,13000.0,0.5,95.1533574169324,65.19918870383293,3.245064263442485,32.47,35.0,3.0
18.0,0.0002777777777777778,a,0.4,17000.0,0.5,74.30583246833126,42.860435676884975,8.26855358659663,10.320000000000002,36.0,3.0
18.0,0.0002777777777777778,b,0.4,17000.0,0.5,42.09959432085165,98.87585667521135,,11.270000000000001,37.0,3.0
18.0,0.0002777777777777778,c,0.4,17000.0,0.5,87.8438392369405,7.146534950760719,0.2510535865956296,20.270000000000003,38.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,17000.0,0.5,69.8417777243121,60.585196604259714,3.7352371722379036,12.542222222222222,39.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,17000.0,0.5,63.60018644545682,18.074523101989204,4.516070505571359,13.492222222222221,40.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,17000.0,0.5,81.48757530648538,30.11391694725294,2.325514950015461,22.49222222222222,41.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,17000.0,0.5,57.38227429994407,93.39230171211518,,17.54222222222223,42.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,17000.0,0.5,79.6661714192651,6.321191450026231,6.2684534714772715,18.492222222222228,43.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,17000.0,0.5,43.1631426751721,85.00384732794427,1.44178680480985,27.492222222222228,44.0,3.0
18.0,0.0002777777777777778,a,0.9,17000.0,0.5,19.36378785907763,5.8389114236121475,,25.320000000000004,45.0,3.0
18.0,0.0002777777777777778,b,0.9,17000.0,0.5,58.537537648023594,42.383813407798264,0.20623986564744073,26.270000000000003,46.0,3.0
18.0,0.0002777777777777778,c,0.9,17000.0,0.5,97.45707731576717,35.71430015965051,2.6448509767588555,35.27,47.0,3.0
18.0,0.0002777777777777778,a,0.4,21000.0,0.5,97.27249625222049,38.23971522310483,,14.080000000000002,48.0,3.0
18.0,0.0002777777777777778,b,0.4,21000.0,0.5,62.2638881006517,71.86763606804554,2.280575260279035,15.030000000000001,49.0,3.0
18.0,0.0002777777777777778,c,0.4,21000.0,0.5,19.710470141245416,62.69722074906089,2.2966863713901486,24.03,50.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,21000.0,0.5,64.14398731661915,45.847951399882305,1.754033517059706,16.30222222222222,51.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,21000.0,0.5,82.01771223447457,52.14760484742691,4.028755739282284,17.25222222222222,52.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,21000.0,0.5,83.76250343354738,11.15144636277452,0.1937557392817723,26.25222222222222,53.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,21000.0,0.5,95.77717428898433,95.78172899581695,,21.302222222222227,54.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,21000.0,0.5,49.152887967055136,54.841060961262855,0.3447582227783354,22.252222222222226,55.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,21000.0,0.5,87.91121833011225,89.15175013774046,2.3494804450008155,31.252222222222226,56.0,3.0
18.0,0.0002777777777777778,a,0.9,21000.0,0.5,85.18800902635355,41.58059032161084,6.148311226791432,29.08,57.0,3.0
18.0,0.0002777777777777778,b,0.9,21000.0,0.5,0.7590276963802767,29.89024045002552,5.370811226791311,30.029999999999998,58.0,3.0
