end_time,time_step,sensor,speed,altitude,Pdetect,target_x,target_y,Time to Detect,Cost ($M),treatment,replicate
18.0,0.0002777777777777778,c,0.9,21000.0,0.5,14.176308539625904,3.2964065744240156,2.2708112267908263,39.03,59.0,3.0
18.0,0.0002777777777777778,a,0.4,25000.0,0.5,10.80519987036942,19.948396977926887,13.251715246622638,18.8,60.0,3.0
18.0,0.0002777777777777778,b,0.4,25000.0,0.5,65.00574570838322,1.4793671301594813,9.493104135522957,19.75,61.0,3.0
18.0,0.0002777777777777778,c,0.4,25000.0,0.5,38.13945904503208,53.31143357406184,0.5550485799700962,28.75,62.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,25000.0,0.5,68.49060542660635,13.224725633722766,8.622991808083215,21.022222222222222,63.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,25000.0,0.5,80.66512411585745,12.53731448373825,4.675214030306306,21.97222222222222,64.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,25000.0,0.5,9.293148843800935,58.18289114793299,1.9168806969725423,30.97222222222222,65.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,25000.0,0.5,74.44850290309162,32.995849566608534,3.1689658921052875,26.02222222222223,66.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,25000.0,0.5,56.19012270455792,88.0743653694524,3.1672992254386205,26.97222222222223,67.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,25000.0,0.5,16.367241616747485,62.60100603595477,0.8961881143271547,35.97222222222223,68.0,3.0
18.0,0.0002777777777777778,a,0.9,25000.0,0.5,34.976023413763066,47.57838894279218,0.9588178873941609,33.8,69.0,3.0
18.0,0.0002777777777777778,b,0.9,25000.0,0.5,27.637884536632274,68.632113009202,0.9332623318386013,34.75,70.0,3.0
18.0,0.0002777777777777778,c,0.9,25000.0,0.5,7.578437196122156,0.000972904219564974,1.9329845540609796,43.75,71.0,3.0
