,x,y,heading
0,33.659534075155264,57.990509051708756,6.221762592706061
1,33.66092034490258,57.990423796014774,6.221762592706061
2,33.66230661464989,57.99033854032079,6.221762592706061
3,33.66369288439721,57.99025328462681,6.221762592706061
4,33.66507915414452,57.99016802893283,6.221762592706061
5,33.666465423891836,57.990082773238846,6.221762592706061
6,33.66785169363915,57.989997517544865,6.221762592706061
7,33.669237963386465,57.98991226185088,6.221762592706061
8,33.67062423313378,57.9898270061569,6.221762592706061
9,33.67201050288109,57.98974175046292,6.221762592706061
10,33.67339677262841,57.98965649476894,6.221762592706061
11,33.67478304237572,57.989571239074955,6.221762592706061
12,33.67616931212304,57.98948598338097,6.221762592706061
13,33.67755558187035,57.98940072768699,6.221762592706061
14,33.678941851617665,57.98931547199301,6.221762592706061
15,33.68032812136498,57.98923021629903,6.221762592706061
16,33.681714391112294,57.989144960605046,6.221762592706061
17,33.68310066085961,57.989059704911064,6.221762592706061
18,33.68448693060692,57.98897444921708,6.221762592706061
19,33.68587320035424,57.9888891935231,6.221762592706061
20,33.68725947010155,57.98880393782912,6.221762592706061
21,33.688645739848866,57.988718682135136,6.221762592706061
22,33.69003200959618,57.988633426441154,6.221762592706061
23,33.691418279343495,57.98854817074717,6.221762592706061
24,33.69280454909081,57.98846291505319,6.221762592706061
25,33.69419081883812,57.98837765935921,6.221762592706061
26,33.69557708858544,57.98829240366523,6.221762592706061
27,33.69696335833275,57.988207147971245,6.221762592706061
28,33.69834962808007,57.98812189227726,6.221762592706061
29,33.69973589782738,57.98803663658328,6.221762592706061
30,33.701122167574695,57.9879513808893,6.221762592706061
31,33.70250843732201,57.98786612519532,6.221762592706061
32,33.703894707069324,57.987780869501336,6.221762592706061
33,33.70528097681664,57.987695613807354,6.221762592706061
34,33.70666724656395,57.98761035811337,6.221762592706061
35,33.70805351631127,57.98752510241939,6.221762592706061
36,33.70943978605858,57.98743984672541,6.221762592706061
37,33.710826055805896,57.987354591031426,6.221762592706061
38,33.71221232555321,57.987269335337444,6.221762592706061
39,33.713598595300525,57.98718407964346,6.221762592706061
40,33.71498486504784,57.98709882394948,6.221762592706061
41,33.71637113479515,57.9870135682555,6.221762592706061
42,33.71775740454247,57.98692831256152,6.221762592706061
43,33.71914367428978,57.986843056867535,6.221762592706061
44,33.7205299440371,57.98675780117355,6.221762592706061
45,33.72191621378441,57.98667254547957,6.221762592706061
46,33.723302483531725,57.98658728978559,6.221762592706061
47,33.72468875327904,57.98650203409161,6.221762592706061
48,33.726075023026354,57.986416778397626,6.221762592706061
49,33.72746129277367,57.986331522703644,6.221762592706061
50,33.72884756252098,57.98624626700966,6.221762592706061
51,33.7302338322683,57.98616101131568,6.221762592706061
52,33.73162010201561,57.9860757556217,6.221762592706061
53,33.733006371762926,57.985990499927716,6.221762592706061
54,33.73439264151024,57.985905244233734,6.221762592706061
55,33.735778911257555,57.98581998853975,6.221762592706061
56,33.73716518100487,57.98573473284577,6.221762592706061
57,33.73855145075218,57.98564947715179,6.221762592706061
58,33.7399377204995,57.98556422145781,6.221762592706061
59,33.74132399024681,57.985478965763825,6.221762592706061
60,33.742710259994126,57.98539371006984,6.221762592706061
61,33.74409652974144,57.98530845437586,6.221762592706061
62,33.745482799488755,57.98522319868188,6.221762592706061
63,33.74686906923607,57.9851379429879,6.221762592706061
64,33.748255338983384,57.985052687293916,6.221762592706061
65,33.7496416087307,57.984967431599934,6.221762592706061
66,33.75102787847801,57.98488217590595,6.221762592706061
67,33.75241414822533,57.98479692021197,6.221762592706061
68,33.75380041797264,57.98471166451799,6.221762592706061
69,33.755186687719956,57.984626408824006,6.221762592706061
70,33.75657295746727,57.984541153130024,6.221762592706061
71,33.757959227214585,57.98445589743604,6.221762592706061
72,33.7593454969619,57.98437064174206,6.221762592706061
73,33.76073176670921,57.98428538604808,6.221762592706061
74,33.76211803645653,57.9842001303541,6.221762592706061
75,33.76350430620384,57.984114874660115,6.221762592706061
76,33.764890575951156,57.98402961896613,6.221762592706061
77,33.76627684569847,57.98394436327215,6.221762592706061
78,33.767663115445785,57.98385910757817,6.221762592706061
79,33.7690493851931,57.98377385188419,6.221762592706061
80,33.770435654940414,57.983688596190206,6.221762592706061
81,33.77182192468773,57.983603340496224,6.221762592706061
82,33.77320819443504,57.98351808480224,6.221762592706061
83,33.77459446418236,57.98343282910826,6.221762592706061
84,33.77598073392967,57.98334757341428,6.221762592706061
85,33.777367003676986,57.983262317720296,6.221762592706061
86,33.7787532734243,57.983177062026314,6.221762592706061
87,33.780139543171614,57.98309180633233,6.221762592706061
88,33.78152581291893,57.98300655063835,6.221762592706061
89,33.78291208266624,57.98292129494437,6.221762592706061
90,33.78429835241356,57.98283603925039,6.221762592706061
91,33.78568462216087,57.982750783556405,6.221762592706061
92,33.787070891908186,57.98266552786242,6.221762592706061
93,33.7884571616555,57.98258027216844,6.221762592706061
94,33.789843431402815,57.98249501647446,6.221762592706061
95,33.79122970115013,57.98240976078048,6.221762592706061
96,33.792615970897444,57.982324505086495,6.221762592706061
97,33.79400224064476,57.982239249392514,6.221762592706061
98,33.79538851039207,57.98215399369853,6.221762592706061
99,33.79677478013939,57.98206873800455,6.221762592706061
100,33.7981610498867,57.98198348231057,6.221762592706061
101,33.799547319634016,57.981898226616586,6.221762592706061
102,33.80093358938133,57.981812970922604,6.221762592706061
103,33.802319859128644,57.98172771522862,6.221762592706061
104,33.80370612887596,57.98164245953464,6.221762592706061
105,33.80509239862327,57.98155720384066,6.221762592706061
106,33.80647866837059,57.98147194814668,6.221762592706061
107,33.8078649381179,57.981386692452695,6.221762592706061
108,33.809251207865216,57.98130143675871,6.221762592706061
109,33.81063747761253,57.98121618106473,6.221762592706061
110,33.812023747359845,57.98113092537075,6.221762592706061
111,33.81341001710716,57.98104566967677,6.221762592706061
112,33.814796286854474,57.980960413982785,6.221762592706061
113,33.81618255660179,57.980875158288804,6.221762592706061
114,33.8175688263491,57.98078990259482,6.221762592706061
115,33.81895509609642,57.98070464690084,6.221762592706061
116,33.82034136584373,57.98061939120686,6.221762592706061
117,33.821727635591046,57.980534135512876,6.221762592706061
118,33.82311390533836,57.980448879818894,6.221762592706061
119,33.824500175085674,57.98036362412491,6.221762592706061
120,33.82588644483299,57.98027836843093,6.221762592706061
121,33.8272727145803,57.98019311273695,6.221762592706061
122,33.82865898432762,57.98010785704297,6.221762592706061
123,33.83004525407493,57.980022601348985,6.221762592706061
124,33.831431523822246,57.979937345655,6.221762592706061
125,33.83281779356956,57.97985208996102,6.221762592706061
126,33.834204063316875,57.97976683426704,6.221762592706061
127,33.83559033306419,57.97968157857306,6.221762592706061
128,33.836976602811504,57.979596322879075,6.221762592706061
129,33.83836287255882,57.97951106718509,6.221762592706061
130,33.83974914230613,57.97942581149111,6.221762592706061
131,33.84113541205345,57.97934055579713,6.221762592706061
132,33.84252168180076,57.97925530010315,6.221762592706061
133,33.843907951548076,57.979170044409166,6.221762592706061
134,33.84529422129539,57.979084788715184,6.221762592706061
135,33.846680491042704,57.9789995330212,6.221762592706061
136,33.84806676079002,57.97891427732722,6.221762592706061
137,33.84945303053733,57.97882902163324,6.221762592706061
138,33.85083930028465,57.97874376593926,6.221762592706061
139,33.85222557003196,57.978658510245275,6.221762592706061
140,33.853611839779276,57.97857325455129,6.221762592706061
141,33.85499810952659,57.97848799885731,6.221762592706061
142,33.856384379273905,57.97840274316333,6.221762592706061
143,33.85777064902122,57.97831748746935,6.221762592706061
144,33.859156918768534,57.978232231775365,6.221762592706061
145,33.86054318851585,57.97814697608138,6.221762592706061
146,33.86192945826316,57.9780617203874,6.221762592706061
147,33.86331572801048,57.97797646469342,6.221762592706061
148,33.86470199775779,57.97789120899944,6.221762592706061
149,33.866088267505106,57.977805953305456,6.221762592706061
150,33.86747453725242,57.977720697611474,6.221762592706061
151,33.868860806999734,57.97763544191749,6.221762592706061
152,33.87024707674705,57.97755018622351,6.221762592706061
153,33.87163334649436,57.97746493052953,6.221762592706061
154,33.87301961624168,57.97737967483555,6.221762592706061
155,33.87440588598899,57.977294419141565,6.221762592706061
156,33.875792155736306,57.97720916344758,6.221762592706061
157,33.87717842548362,57.9771239077536,6.221762592706061
158,33.878564695230935,57.97703865205962,6.221762592706061
159,33.87995096497825,57.97695339636564,6.221762592706061
160,33.881337234725564,57.976868140671655,6.221762592706061
161,33.88272350447288,57.97678288497767,6.221762592706061
162,33.88410977422019,57.97669762928369,6.221762592706061
163,33.88549604396751,57.97661237358971,6.221762592706061
164,33.88688231371482,57.97652711789573,6.221762592706061
165,33.888268583462136,57.976441862201746,6.221762592706061
166,33.88965485320945,57.976356606507764,6.221762592706061
167,33.891041122956764,57.97627135081378,6.221762592706061
168,33.89242739270408,57.9761860951198,6.221762592706061
169,33.89381366245139,57.97610083942582,6.221762592706061
170,33.89519993219871,57.97601558373184,6.221762592706061
