,x,y,heading,projection_width
0,99.80289398474424,0.19710601525575014,2.356194490192345,4.0835456926503095
1,99.60578796948849,0.3942120305115003,2.356194490192345,4.0835456926503095
2,99.40868195423273,0.5913180457672504,2.356194490192345,4.0835456926503095
3,99.21157593897698,0.7884240610230006,2.356194490192345,4.0835456926503095
4,99.01446992372122,0.9855300762787507,2.356194490192345,4.0835456926503095
5,98.81736390846547,1.1826360915345009,2.356194490192345,4.0835456926503095
6,98.62025789320971,1.379742106790251,2.356194490192345,4.0835456926503095
7,98.42315187795396,1.5768481220460013,2.356194490192345,4.0835456926503095
8,98.2260458626982,1.7739541373017516,2.356194490192345,4.0835456926503095
9,98.02893984744244,1.9710601525575018,2.356194490192345,4.0835456926503095
10,97.83183383218669,2.168166167813252,2.356194490192345,4.0835456926503095
11,97.63472781693093,2.365272183069002,2.356194490192345,4.0835456926503095
12,97.43762180167518,2.5623781983247524,2.356194490192345,4.0835456926503095
13,97.24051578641942,2.7594842135805027,2.356194490192345,4.0835456926503095
14,97.04340977116367,2.956590228836253,2.356194490192345,4.0835456926503095
15,96.84630375590791,3.153696244092003,2.356194490192345,4.0835456926503095
16,96.64919774065216,3.3508022593477533,2.356194490192345,4.0835456926503095
17,96.4520917253964,3.5479082746035036,2.356194490192345,4.0835456926503095
18,96.25498571014064,3.7450142898592538,2.356194490192345,4.0835456926503095
19,96.05787969488489,3.942120305115004,2.356194490192345,4.0835456926503095
20,95.86077367962913,4.139226320370754,2.356194490192345,4.0835456926503095
21,95.66366766437338,4.336332335626504,2.356194490192345,4.0835456926503095
22,95.46656164911762,4.533438350882254,2.356194490192345,4.0835456926503095
23,95.26945563386187,4.730544366138004,2.356194490192345,4.0835456926503095
24,95.07234961860611,4.927650381393755,2.356194490192345,4.0835456926503095
25,94.87524360335036,5.124756396649505,2.356194490192345,4.0835456926503095
26,94.6781375880946,5.321862411905255,2.356194490192345,4.0835456926503095
27,94.48103157283884,5.518968427161005,2.356194490192345,4.0835456926503095
28,94.28392555758309,5.7160744424167556,2.356194490192345,4.0835456926503095
29,94.08681954232733,5.913180457672506,2.356194490192345,4.0835456926503095
30,93.88971352707158,6.110286472928256,2.356194490192345,4.0835456926503095
31,93.69260751181582,6.307392488184006,2.356194490192345,4.0835456926503095
32,93.49550149656007,6.504498503439756,2.356194490192345,4.0835456926503095
33,93.29839548130431,6.701604518695507,2.356194490192345,4.0835456926503095
34,93.10128946604856,6.898710533951257,2.356194490192345,4.0835456926503095
35,92.9041834507928,7.095816549207007,2.356194490192345,4.0835456926503095
36,92.70707743553704,7.292922564462757,2.356194490192345,4.0835456926503095
37,92.50997142028129,7.4900285797185076,2.356194490192345,4.0835456926503095
38,92.31286540502553,7.687134594974258,2.356194490192345,4.0835456926503095
39,92.11575938976978,7.884240610230008,2.356194490192345,4.0835456926503095
40,91.91865337451402,8.081346625485757,2.356194490192345,4.0835456926503095
41,91.72154735925827,8.278452640741508,2.356194490192345,4.0835456926503095
42,91.52444134400251,8.475558655997258,2.356194490192345,4.0835456926503095
43,91.32733532874676,8.672664671253008,2.356194490192345,4.0835456926503095
44,91.130229313491,8.869770686508758,2.356194490192345,4.0835456926503095
45,90.93312329823524,9.066876701764508,2.356194490192345,4.0835456926503095
46,90.73601728297949,9.263982717020259,2.356194490192345,4.0835456926503095
47,90.53891126772373,9.461088732276009,2.356194490192345,4.0835456926503095
48,90.34180525246798,9.658194747531759,2.356194490192345,4.0835456926503095
49,90.14469923721222,9.85530076278751,2.356194490192345,4.0835456926503095
50,89.94759322195647,10.05240677804326,2.356194490192345,4.0835456926503095
51,89.75048720670071,10.24951279329901,2.356194490192345,4.0835456926503095
52,89.55338119144496,10.44661880855476,2.356194490192345,4.0835456926503095
53,89.3562751761892,10.64372482381051,2.356194490192345,4.0835456926503095
54,89.15916916093344,10.84083083906626,2.356194490192345,4.0835456926503095
55,88.96206314567769,11.03793685432201,2.356194490192345,4.0835456926503095
56,88.76495713042193,11.23504286957776,2.356194490192345,4.0835456926503095
57,88.56785111516618,11.432148884833511,2.356194490192345,4.0835456926503095
58,88.37074509991042,11.629254900089261,2.356194490192345,4.0835456926503095
59,88.17363908465467,11.826360915345012,2.356194490192345,4.0835456926503095
60,87.97653306939891,12.023466930600762,2.356194490192345,4.0835456926503095
61,87.77942705414316,12.220572945856512,2.356194490192345,4.0835456926503095
62,87.5823210388874,12.417678961112262,2.356194490192345,4.0835456926503095
63,87.38521502363164,12.614784976368012,2.356194490192345,4.0835456926503095
64,87.18810900837589,12.811890991623763,2.356194490192345,4.0835456926503095
65,86.99100299312013,13.008997006879513,2.356194490192345,4.0835456926503095
66,86.79389697786438,13.206103022135263,2.356194490192345,4.0835456926503095
67,86.59679096260862,13.403209037391013,2.356194490192345,4.0835456926503095
68,86.39968494735287,13.600315052646764,2.356194490192345,4.0835456926503095
69,86.20257893209711,13.797421067902514,2.356194490192345,4.0835456926503095
70,86.00547291684136,13.994527083158264,2.356194490192345,4.0835456926503095
71,85.8083669015856,14.191633098414014,2.356194490192345,4.0835456926503095
72,85.61126088632984,14.388739113669764,2.356194490192345,4.0835456926503095
73,85.41415487107409,14.585845128925515,2.356194490192345,4.0835456926503095
74,85.21704885581833,14.782951144181265,2.356194490192345,4.0835456926503095
75,85.01994284056258,14.980057159437015,2.356194490192345,4.0835456926503095
76,84.82283682530682,15.177163174692765,2.356194490192345,4.0835456926503095
77,84.62573081005107,15.374269189948516,2.356194490192345,4.0835456926503095
78,84.42862479479531,15.571375205204266,2.356194490192345,4.0835456926503095
