end_time,time_step,sensor,speed,altitude,Pdetect,target_x,target_y,Time to Detect,Cost ($M),mission_type,found_quantity,treatment,replicate
18.0,0.0002777777777777778,c,0.4,21000.0,0.5,65.11227704415994,57.3421279983761,0.6908530380565703,24.03,1.0,1,122.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,21000.0,0.5,47.89782973769777,73.17056755620666,1.0154224059484793,16.30222222222222,1.0,1,123.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,21000.0,0.5,27.478050549563925,55.08325958766333,1.5637557392818984,17.25222222222222,1.0,1,124.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,21000.0,0.5,65.22231250661848,93.94034783011588,1.1801446281707273,26.25222222222222,1.0,1,125.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,21000.0,0.5,95.64495113173804,34.64017029002705,,21.302222222222227,1.0,0,126.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,21000.0,0.5,43.55205561751928,57.4469459936228,0.24281377833389528,22.252222222222226,1.0,1,127.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,21000.0,0.5,7.013250508767022,5.0779979002276265,,31.252222222222226,1.0,0,128.0,3.0
18.0,0.0002777777777777778,a,0.9,21000.0,0.5,5.773148782296755,55.343283415435685,,29.08,1.0,0,129.0,3.0
18.0,0.0002777777777777778,b,0.9,21000.0,0.5,8.287101879755742,41.93929436479371,,30.029999999999998,1.0,0,130.0,3.0
18.0,0.0002777777777777778,c,0.9,21000.0,0.5,95.97071872532212,98.31617877902015,1.0172001156795194,39.03,1.0,1,131.0,3.0
18.0,0.0002777777777777778,a,0.4,25000.0,0.5,54.076083618649385,94.56073188370446,,18.8,1.0,0,132.0,3.0
18.0,0.0002777777777777778,b,0.4,25000.0,0.5,83.74624326697224,13.827941485810037,,19.75,1.0,0,133.0,3.0
18.0,0.0002777777777777778,c,0.4,25000.0,0.5,17.003354423713468,4.16156415309622,,28.75,1.0,0,134.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,25000.0,0.5,26.034507272891517,12.067506706890718,,21.022222222222222,1.0,0,135.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,25000.0,0.5,69.19775118728427,19.274696771982025,2.3704918080837243,21.97222222222222,1.0,1,136.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,25000.0,0.5,89.55703281419835,72.61679943105523,1.2979918080835566,30.97222222222222,1.0,1,137.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,25000.0,0.5,34.068848446015956,54.39779535387236,0.9584103365493867,26.02222222222223,1.0,1,138.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,25000.0,0.5,6.467319799028326,53.49253345352815,,26.97222222222223,1.0,0,139.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,25000.0,0.5,86.41196694106438,46.45369794625369,1.8781325587717526,35.97222222222223,1.0,1,140.0,3.0
18.0,0.0002777777777777778,a,0.9,25000.0,0.5,29.0872445829476,0.6694218381516293,,33.8,1.0,0,141.0,3.0
18.0,0.0002777777777777778,b,0.9,25000.0,0.5,74.10824063995626,39.24719135444666,0.6054845540607723,34.75,1.0,1,142.0,3.0
18.0,0.0002777777777777778,c,0.9,25000.0,0.5,15.8033654701494,99.89384412596935,0.921317887394155,43.75,1.0,1,143.0,3.0
18.0,0.0002777777777777778,a,0.4,5000.0,0.5,57.79853740563503,62.81164821647789,,4.800000000000002,2.0,7,144.0,3.0
18.0,0.0002777777777777778,b,0.4,5000.0,0.5,63.65678476124592,52.91442843758822,,5.750000000000002,2.0,7,145.0,3.0
18.0,0.0002777777777777778,c,0.4,5000.0,0.5,59.08608314986837,37.85851842781116,3.1831967515692154,14.750000000000002,2.0,10,146.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,5000.0,0.5,44.364300994539654,66.81877698037415,,7.022222222222221,2.0,1,147.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,5000.0,0.5,59.067590059607916,46.96588989617854,6.368514700454703,7.972222222222221,2.0,10,148.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,5000.0,0.5,35.578684967298415,54.77309092317931,,16.97222222222222,2.0,7,149.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,5000.0,0.5,42.55276460932888,38.12430626964701,,12.02222222222223,2.0,0,150.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,5000.0,0.5,46.78331026731778,43.12262975208447,5.417425500856468,12.972222222222229,2.0,10,151.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,5000.0,0.5,65.08848155777268,43.798138517383826,,21.97222222222223,2.0,7,152.0,3.0
18.0,0.0002777777777777778,a,0.9,5000.0,0.5,36.149608342845724,45.79007481607843,,19.8,2.0,2,153.0,3.0
18.0,0.0002777777777777778,b,0.9,5000.0,0.5,65.20499160997262,30.88927546228753,,20.75,2.0,5,154.0,3.0
18.0,0.0002777777777777778,c,0.9,5000.0,0.5,61.958572768832155,56.413882087807934,,29.75,2.0,7,155.0,3.0
18.0,0.0002777777777777778,a,0.4,9000.0,0.5,68.86497188311922,36.799600719912966,,5.6800000000000015,2.0,2,156.0,3.0
18.0,0.0002777777777777778,b,0.4,9000.0,0.5,44.708119332138416,54.13201053013126,1.4582215104518879,6.630000000000002,2.0,10,157.0,3.0
18.0,0.0002777777777777778,c,0.4,9000.0,0.5,38.197590756311165,54.78321386139228,1.5554437326741253,15.630000000000003,2.0,10,158.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,9000.0,0.5,39.62281281338396,57.916189857293745,,7.902222222222221,2.0,8,159.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,9000.0,0.5,63.11451205685684,41.67724744185344,,8.85222222222222,2.0,5,160.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,9000.0,0.5,68.60912594375661,41.68127946257385,1.8695779289465342,17.85222222222222,2.0,10,161.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,9000.0,0.5,57.95239993521694,60.221179076113444,,12.902222222222228,2.0,0,162.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,9000.0,0.5,49.2998816709532,45.52896781073737,,13.852222222222228,2.0,9,163.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,9000.0,0.5,41.48199058724531,36.09853043832302,3.9413278945903674,22.852222222222228,2.0,10,164.0,3.0
18.0,0.0002777777777777778,a,0.9,9000.0,0.5,63.34751537372638,66.21059605120857,,20.68,2.0,0,165.0,3.0
18.0,0.0002777777777777778,b,0.9,9000.0,0.5,64.88718033597704,30.523312398087263,2.140876226867687,21.63,2.0,10,166.0,3.0
18.0,0.0002777777777777778,c,0.9,9000.0,0.5,33.685263672023666,65.45937630623129,0.858931782423042,30.63,2.0,10,167.0,3.0
18.0,0.0002777777777777778,a,0.4,13000.0,0.5,38.637978840791064,41.69027103808344,,7.5200000000000005,2.0,0,168.0,3.0
18.0,0.0002777777777777778,b,0.4,13000.0,0.5,63.27044361831466,45.273001604482374,,8.47,2.0,8,169.0,3.0
18.0,0.0002777777777777778,c,0.4,13000.0,0.5,63.932155883179846,69.13620609584223,1.9405612594115378,17.47,2.0,10,170.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,13000.0,0.5,42.58611995055989,47.46702965760649,7.447095529520178,9.742222222222221,2.0,10,171.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,13000.0,0.5,41.171783873874254,58.63527914967465,1.004317751741393,10.69222222222222,2.0,10,172.0,3.0
18.0,0.0002777777777777778,c,0.5666666666666667,13000.0,0.5,47.2326008807384,46.49531067728884,0.3537621961857952,19.69222222222222,2.0,10,173.0,3.0
18.0,0.0002777777777777778,a,0.7333333333333334,13000.0,0.5,51.577860010586676,66.54143248677235,,14.742222222222228,2.0,7,174.0,3.0
18.0,0.0002777777777777778,b,0.7333333333333334,13000.0,0.5,33.82267260026454,58.7796199684135,1.800280888972023,15.692222222222227,2.0,10,175.0,3.0
18.0,0.0002777777777777778,c,0.7333333333333334,13000.0,0.5,63.4764855485446,49.22767153741552,2.743336444527726,24.692222222222227,2.0,10,176.0,3.0
18.0,0.0002777777777777778,a,0.9,13000.0,0.5,51.389394814052835,33.368865959364804,,22.52,2.0,9,177.0,3.0
18.0,0.0002777777777777778,b,0.9,13000.0,0.5,60.99871260163694,44.5453547131484,0.5850642634420715,23.47,2.0,10,178.0,3.0
18.0,0.0002777777777777778,c,0.9,13000.0,0.5,39.23345062305307,49.62426809389041,0.4067309301087459,32.47,2.0,10,179.0,3.0
18.0,0.0002777777777777778,a,0.4,17000.0,0.5,68.61173404425463,41.35456733805535,,10.320000000000002,2.0,6,180.0,3.0
18.0,0.0002777777777777778,b,0.4,17000.0,0.5,60.04109229273517,51.38562037678594,1.0454980310401096,11.270000000000001,2.0,10,181.0,3.0
18.0,0.0002777777777777778,c,0.4,17000.0,0.5,43.723754575678456,38.386042727266315,0.8110535865956285,20.270000000000003,2.0,10,182.0,3.0
18.0,0.0002777777777777778,a,0.5666666666666667,17000.0,0.5,67.94110587839819,49.77318302167165,,12.542222222222222,2.0,7,183.0,3.0
18.0,0.0002777777777777778,b,0.5666666666666667,17000.0,0.5,58.02047115865091,51.12020780628436,7.340237172238467,13.492222222222221,2.0,10,184.0,3.0
